fra;jour;cage10;cl_age90;pop;P;T;Ti;Tp;Td
FR;18/09/2022;[70-80);79;6228737;288;3658;4.62;7.87;58.73
FR;19/09/2022;[70-80);79;6228737;3684;26011;59.15;14.16;417.6
FR;20/09/2022;[70-80);79;6228737;2973;19866;47.73;14.97;318.94
FR;21/09/2022;[70-80);79;6228737;3038;17744;48.77;17.12;284.87
FR;22/09/2022;[70-80);79;6228737;3188;14413;51.18;22.12;231.4
FR;23/09/2022;[70-80);79;6228737;3667;18235;58.87;20.11;292.76
FR;24/09/2022;[70-80);79;6228737;2719;17879;43.65;15.21;287.04
FR;25/09/2022;[70-80);79;6228737;568;4098;9.12;13.86;65.79
FR;26/09/2022;[70-80);79;6228737;6790;32240;109.01;21.06;517.6
FR;27/09/2022;[70-80);79;6228737;5166;24743;82.94;20.88;397.24
FR;28/09/2022;[70-80);79;6228737;5107;22163;81.99;23.04;355.82
FR;29/09/2022;[70-80);79;6228737;5214;18321;83.71;28.46;294.14
FR;30/09/2022;[70-80);79;6228737;5386;21192;86.47;25.42;340.23
FR;01/09/2022;[80-90);89;3183578;734;6422;23.06;11.43;201.72
FR;02/09/2022;[80-90);89;3183578;774;6931;24.31;11.17;217.71
FR;03/09/2022;[80-90);89;3183578;505;6958;15.86;7.26;218.56
FR;04/09/2022;[80-90);89;3183578;203;2816;6.38;7.21;88.45
FR;05/09/2022;[80-90);89;3183578;1114;11887;34.99;9.37;373.38
FR;06/09/2022;[80-90);89;3183578;874;9501;27.45;9.2;298.44
FR;07/09/2022;[80-90);89;3183578;831;8288;26.1;10.03;260.34
FR;08/09/2022;[80-90);89;3183578;693;6120;21.77;11.32;192.24
FR;09/09/2022;[80-90);89;3183578;718;6999;22.55;10.26;219.85
FR;10/09/2022;[80-90);89;3183578;482;6905;15.14;6.98;216.89
FR;11/09/2022;[80-90);89;3183578;183;2787;5.75;6.57;87.54
FR;12/09/2022;[80-90);89;3183578;1142;12079;35.87;9.45;379.42
FR;13/09/2022;[80-90);89;3183578;945;10021;29.68;9.43;314.77
FR;14/09/2022;[80-90);89;3183578;934;9067;29.34;10.3;284.81
FR;15/09/2022;[80-90);89;3183578;1036;7329;32.54;14.14;230.21
FR;16/09/2022;[80-90);89;3183578;1026;7886;32.23;13.01;247.71
FR;17/09/2022;[80-90);89;3183578;750;7515;23.56;9.98;236.06
FR;18/09/2022;[80-90);89;3183578;240;2979;7.54;8.06;93.57
FR;19/09/2022;[80-90);89;3183578;1524;13337;47.87;11.43;418.93
FR;20/09/2022;[80-90);89;3183578;1346;10842;42.28;12.41;340.56
FR;21/09/2022;[80-90);89;3183578;1374;10104;43.16;13.6;317.38
FR;22/09/2022;[80-90);89;3183578;1580;8519;49.63;18.55;267.59
FR;23/09/2022;[80-90);89;3183578;1652;9707;51.89;17.02;304.91
FR;24/09/2022;[80-90);89;3183578;1242;8959;39.01;13.86;281.41
FR;25/09/2022;[80-90);89;3183578;485;3632;15.23;13.35;114.09
FR;26/09/2022;[80-90);89;3183578;3081;16727;96.78;18.42;525.42
FR;27/09/2022;[80-90);89;3183578;2453;13420;77.05;18.28;421.54
FR;28/09/2022;[80-90);89;3183578;2502;12355;78.59;20.25;388.09
FR;29/09/2022;[80-90);89;3183578;2530;10691;79.47;23.66;335.82
FR;30/09/2022;[80-90);89;3183578;2660;11781;83.55;22.58;370.06
FR;01/09/2022;[90-Inf);90;945271;228;2416;24.12;9.44;255.59
FR;02/09/2022;[90-Inf);90;945271;236;2308;24.97;10.23;244.16
FR;03/09/2022;[90-Inf);90;945271;171;1941;18.09;8.81;205.34
FR;04/09/2022;[90-Inf);90;945271;96;1272;10.16;7.55;134.56
FR;05/09/2022;[90-Inf);90;945271;287;3417;30.36;8.4;361.48
FR;06/09/2022;[90-Inf);90;945271;268;3159;28.35;8.48;334.19
FR;07/09/2022;[90-Inf);90;945271;245;2783;25.92;8.8;294.41
FR;08/09/2022;[90-Inf);90;945271;236;2490;24.97;9.48;263.42
FR;09/09/2022;[90-Inf);90;945271;199;2239;21.05;8.89;236.86
FR;10/09/2022;[90-Inf);90;945271;147;1915;15.55;7.68;202.59
FR;11/09/2022;[90-Inf);90;945271;85;1291;8.99;6.58;136.57
FR;12/09/2022;[90-Inf);90;945271;283;3405;29.94;8.31;360.21
FR;13/09/2022;[90-Inf);90;945271;336;3356;35.55;10.01;355.03
FR;14/09/2022;[90-Inf);90;945271;260;3082;27.51;8.44;326.04
FR;15/09/2022;[90-Inf);90;945271;269;2740;28.46;9.82;289.86
FR;16/09/2022;[90-Inf);90;945271;266;2484;28.14;10.71;262.78
FR;17/09/2022;[90-Inf);90;945271;175;1931;18.51;9.06;204.28
FR;18/09/2022;[90-Inf);90;945271;106;1376;11.21;7.7;145.57
FR;19/09/2022;[90-Inf);90;945271;371;3901;39.25;9.51;412.69
FR;20/09/2022;[90-Inf);90;945271;351;3407;37.13;10.3;360.43
FR;21/09/2022;[90-Inf);90;945271;414;3380;43.8;12.25;357.57
FR;22/09/2022;[90-Inf);90;945271;456;3263;48.24;13.97;345.19
FR;23/09/2022;[90-Inf);90;945271;491;3081;51.94;15.94;325.94
FR;24/09/2022;[90-Inf);90;945271;341;2561;36.07;13.32;270.93
FR;25/09/2022;[90-Inf);90;945271;205;1720;21.69;11.92;181.96
FR;26/09/2022;[90-Inf);90;945271;886;5002;93.73;17.71;529.16
FR;27/09/2022;[90-Inf);90;945271;756;4654;79.98;16.24;492.35
FR;28/09/2022;[90-Inf);90;945271;762;4438;80.61;17.17;469.49
FR;29/09/2022;[90-Inf);90;945271;818;4021;86.54;20.34;425.38
FR;30/09/2022;[90-Inf);90;945271;776;3898;82.09;19.91;412.37
FR;01/10/2022;[00-10);9;7586390;1381;9624;18.2;14.35;126.86
FR;02/10/2022;[00-10);9;7586390;396;3195;5.22;12.39;42.11
FR;03/10/2022;[00-10);9;7586390;3097;18608;40.82;16.64;245.28
FR;04/10/2022;[00-10);9;7586390;1930;12808;25.44;15.07;168.83
FR;05/10/2022;[00-10);9;7586390;2187;15217;28.83;14.37;200.58
FR;06/10/2022;[00-10);9;7586390;1968;13504;25.94;14.57;178
FR;07/10/2022;[00-10);9;7586390;1791;11752;23.61;15.24;154.91
FR;08/10/2022;[00-10);9;7586390;1351;10383;17.81;13.01;136.86
FR;09/10/2022;[00-10);9;7586390;407;3378;5.36;12.05;44.53
FR;10/10/2022;[00-10);9;7586390;3028;20091;39.91;15.07;264.83
FR;11/10/2022;[00-10);9;7586390;1809;13401;23.85;13.5;176.65
FR;12/10/2022;[00-10);9;7586390;1947;16075;25.66;12.11;211.89
FR;13/10/2022;[00-10);9;7586390;1717;13578;22.63;12.65;178.98
FR;14/10/2022;[00-10);9;7586390;1538;11995;20.27;12.82;158.11
FR;15/10/2022;[00-10);9;7586390;1255;10901;16.54;11.51;143.69
FR;16/10/2022;[00-10);9;7586390;374;3600;4.93;10.39;47.45
FR;17/10/2022;[00-10);9;7586390;2763;20790;36.42;13.29;274.04
FR;18/10/2022;[00-10);9;7586390;1762;14418;23.23;12.22;190.05
FR;19/10/2022;[00-10);9;7586390;1714;16260;22.59;10.54;214.33
FR;20/10/2022;[00-10);9;7586390;1418;12895;18.69;11;169.98
FR;21/10/2022;[00-10);9;7586390;1048;11137;13.81;9.41;146.8
FR;22/10/2022;[00-10);9;7586390;908;10288;11.97;8.83;135.61
FR;23/10/2022;[00-10);9;7586390;249;2996;3.28;8.31;39.49
FR;24/10/2022;[00-10);9;7586390;1335;13805;17.6;9.67;181.97
FR;25/10/2022;[00-10);9;7586390;824;9974;10.86;8.26;131.47
FR;26/10/2022;[00-10);9;7586390;779;9322;10.27;8.36;122.88
FR;27/10/2022;[00-10);9;7586390;502;6120;6.62;8.2;80.67
FR;28/10/2022;[00-10);9;7586390;505;5770;6.66;8.75;76.06
FR;29/10/2022;[00-10);9;7586390;384;4682;5.06;8.2;61.72
FR;30/10/2022;[00-10);9;7586390;151;2172;1.99;6.95;28.63
FR;31/10/2022;[00-10);9;7586390;520;5546;6.85;9.38;73.1
FR;01/10/2022;[10-20);19;8494628;2742;13638;32.28;20.11;160.55
FR;02/10/2022;[10-20);19;8494628;584;3310;6.87;17.64;38.97
FR;03/10/2022;[10-20);19;8494628;5906;27438;69.53;21.52;323
FR;04/10/2022;[10-20);19;8494628;4077;21002;48;19.41;247.24
FR;05/10/2022;[10-20);19;8494628;4094;21254;48.2;19.26;250.21
FR;06/10/2022;[10-20);19;8494628;3314;17680;39.01;18.74;208.13
FR;07/10/2022;[10-20);19;8494628;3111;15673;36.62;19.85;184.5
FR;08/10/2022;[10-20);19;8494628;2335;12307;27.49;18.97;144.88
FR;09/10/2022;[10-20);19;8494628;543;3178;6.39;17.09;37.41
FR;10/10/2022;[10-20);19;8494628;5352;26008;63;20.58;306.17
FR;11/10/2022;[10-20);19;8494628;3651;19783;42.98;18.46;232.89
FR;12/10/2022;[10-20);19;8494628;3670;20747;43.2;17.69;244.24
FR;13/10/2022;[10-20);19;8494628;3138;17812;36.94;17.62;209.69
FR;14/10/2022;[10-20);19;8494628;2863;15684;33.7;18.25;184.63
FR;15/10/2022;[10-20);19;8494628;2316;13289;27.26;17.43;156.44
FR;16/10/2022;[10-20);19;8494628;549;3345;6.46;16.41;39.38
FR;17/10/2022;[10-20);19;8494628;5269;27216;62.03;19.36;320.39
FR;18/10/2022;[10-20);19;8494628;3589;20855;42.25;17.21;245.51
FR;19/10/2022;[10-20);19;8494628;3426;22592;40.33;15.16;265.96
FR;20/10/2022;[10-20);19;8494628;2744;18242;32.3;15.04;214.75
FR;21/10/2022;[10-20);19;8494628;2180;16553;25.66;13.17;194.86
FR;22/10/2022;[10-20);19;8494628;1679;15344;19.77;10.94;180.63
FR;23/10/2022;[10-20);19;8494628;316;2861;3.72;11.05;33.68
FR;24/10/2022;[10-20);19;8494628;2639;18559;31.07;14.22;218.48
FR;25/10/2022;[10-20);19;8494628;1686;12959;19.85;13.01;152.56
FR;26/10/2022;[10-20);19;8494628;1577;12119;18.56;13.01;142.67
FR;27/10/2022;[10-20);19;8494628;1112;7449;13.09;14.93;87.69
FR;28/10/2022;[10-20);19;8494628;955;7393;11.24;12.92;87.03
FR;29/10/2022;[10-20);19;8494628;729;5756;8.58;12.67;67.76
FR;30/10/2022;[10-20);19;8494628;164;1461;1.93;11.23;17.2
FR;31/10/2022;[10-20);19;8494628;1085;7097;12.77;15.29;83.55
FR;01/10/2022;[20-30);29;7656902;3722;18454;48.61;20.17;241.01
FR;02/10/2022;[20-30);29;7656902;1081;5826;14.12;18.55;76.09
FR;03/10/2022;[20-30);29;7656902;10059;41054;131.37;24.5;536.17
FR;04/10/2022;[20-30);29;7656902;7594;33732;99.18;22.51;440.54
FR;05/10/2022;[20-30);29;7656902;7160;32455;93.51;22.06;423.87
FR;06/10/2022;[20-30);29;7656902;6446;29278;84.19;22.02;382.37
FR;07/10/2022;[20-30);29;7656902;5659;26037;73.91;21.73;340.05
FR;08/10/2022;[20-30);29;7656902;3952;18949;51.61;20.86;247.48
FR;09/10/2022;[20-30);29;7656902;1111;5696;14.51;19.5;74.39
FR;10/10/2022;[20-30);29;7656902;10071;41776;131.53;24.11;545.6
FR;11/10/2022;[20-30);29;7656902;7330;32648;95.73;22.45;426.39
FR;12/10/2022;[20-30);29;7656902;6846;31471;89.41;21.75;411.01
FR;13/10/2022;[20-30);29;7656902;5759;27581;75.21;20.88;360.21
FR;14/10/2022;[20-30);29;7656902;5229;24364;68.29;21.46;318.2
FR;15/10/2022;[20-30);29;7656902;3748;17354;48.95;21.6;226.65
FR;16/10/2022;[20-30);29;7656902;1072;5406;14;19.83;70.6
FR;17/10/2022;[20-30);29;7656902;9278;37308;121.17;24.87;487.25
FR;18/10/2022;[20-30);29;7656902;6266;28195;81.83;22.22;368.23
FR;19/10/2022;[20-30);29;7656902;6067;26957;79.24;22.51;352.06
FR;20/10/2022;[20-30);29;7656902;4917;23231;64.22;21.17;303.4
FR;21/10/2022;[20-30);29;7656902;4069;19791;53.14;20.56;258.47
FR;22/10/2022;[20-30);29;7656902;2841;14383;37.1;19.75;187.84
FR;23/10/2022;[20-30);29;7656902;817;4393;10.67;18.6;57.37
FR;24/10/2022;[20-30);29;7656902;6704;29073;87.55;23.06;379.7
FR;25/10/2022;[20-30);29;7656902;4572;22267;59.71;20.53;290.81
FR;26/10/2022;[20-30);29;7656902;3923;20711;51.23;18.94;270.49
FR;27/10/2022;[20-30);29;7656902;2752;14459;35.94;19.03;188.84
FR;28/10/2022;[20-30);29;7656902;2430;12823;31.74;18.95;167.47
FR;29/10/2022;[20-30);29;7656902;1650;8722;21.55;18.92;113.91
FR;30/10/2022;[20-30);29;7656902;501;3002;6.54;16.69;39.21
FR;31/10/2022;[20-30);29;7656902;3207;14191;41.88;22.6;185.34
FR;01/10/2022;[30-40);39;8241521;5039;21501;61.14;23.44;260.89
FR;02/10/2022;[30-40);39;8241521;1401;6013;17;23.3;72.96
FR;03/10/2022;[30-40);39;8241521;13206;45076;160.24;29.3;546.94
FR;04/10/2022;[30-40);39;8241521;9251;34755;112.25;26.62;421.71
FR;05/10/2022;[30-40);39;8241521;8837;34234;107.23;25.81;415.38
FR;06/10/2022;[30-40);39;8241521;8037;31028;97.52;25.9;376.48
FR;07/10/2022;[30-40);39;8241521;7535;29489;91.43;25.55;357.81
FR;08/10/2022;[30-40);39;8241521;5597;23018;67.91;24.32;279.29
FR;09/10/2022;[30-40);39;8241521;1419;6205;17.22;22.87;75.29
FR;10/10/2022;[30-40);39;8241521;14000;47682;169.87;29.36;578.56
FR;11/10/2022;[30-40);39;8241521;8845;34312;107.32;25.78;416.33
FR;12/10/2022;[30-40);39;8241521;8715;34266;105.75;25.43;415.77
FR;13/10/2022;[30-40);39;8241521;7714;30502;93.6;25.29;370.1
FR;14/10/2022;[30-40);39;8241521;6874;27937;83.41;24.61;338.98
FR;15/10/2022;[30-40);39;8241521;5246;22137;63.65;23.7;268.6
FR;16/10/2022;[30-40);39;8241521;1447;6095;17.56;23.74;73.95
FR;17/10/2022;[30-40);39;8241521;12688;44827;153.95;28.3;543.92
FR;18/10/2022;[30-40);39;8241521;7830;31869;95.01;24.57;386.69
FR;19/10/2022;[30-40);39;8241521;7444;30821;90.32;24.15;373.97
FR;20/10/2022;[30-40);39;8241521;6317;26478;76.65;23.86;321.28
FR;21/10/2022;[30-40);39;8241521;5417;23802;65.73;22.76;288.81
FR;22/10/2022;[30-40);39;8241521;4016;19057;48.73;21.07;231.23
FR;23/10/2022;[30-40);39;8241521;979;5007;11.88;19.55;60.75
FR;24/10/2022;[30-40);39;8241521;8564;34170;103.91;25.06;414.61
FR;25/10/2022;[30-40);39;8241521;5424;24175;65.81;22.44;293.33
FR;26/10/2022;[30-40);39;8241521;4853;22666;58.88;21.41;275.02
FR;27/10/2022;[30-40);39;8241521;3319;15391;40.27;21.56;186.75
FR;28/10/2022;[30-40);39;8241521;2995;14147;36.34;21.17;171.66
FR;29/10/2022;[30-40);39;8241521;2188;10065;26.55;21.74;122.13
FR;30/10/2022;[30-40);39;8241521;589;3253;7.15;18.11;39.47
FR;31/10/2022;[30-40);39;8241521;4040;15782;49.02;25.6;191.49
FR;01/10/2022;[40-50);49;8569952;5755;22416;67.15;25.67;261.57
FR;02/10/2022;[40-50);49;8569952;1433;5031;16.72;28.48;58.71
FR;03/10/2022;[40-50);49;8569952;15560;45636;181.56;34.1;532.51
FR;04/10/2022;[40-50);49;8569952;9864;32839;115.1;30.04;383.19
FR;05/10/2022;[40-50);49;8569952;9804;32634;114.4;30.04;380.8
FR;06/10/2022;[40-50);49;8569952;8968;29252;104.64;30.66;341.33
FR;07/10/2022;[40-50);49;8569952;8333;27808;97.24;29.97;324.48
FR;08/10/2022;[40-50);49;8569952;6284;23433;73.33;26.82;273.43
FR;09/10/2022;[40-50);49;8569952;1533;5289;17.89;28.98;61.72
FR;10/10/2022;[40-50);49;8569952;15700;47148;183.2;33.3;550.15
FR;11/10/2022;[40-50);49;8569952;9429;32254;110.02;29.23;376.36
FR;12/10/2022;[40-50);49;8569952;9407;33010;109.77;28.5;385.18
FR;13/10/2022;[40-50);49;8569952;8291;28115;96.75;29.49;328.06
FR;14/10/2022;[40-50);49;8569952;7728;26701;90.18;28.94;311.57
FR;15/10/2022;[40-50);49;8569952;6032;22646;70.39;26.64;264.25
FR;16/10/2022;[40-50);49;8569952;1422;5271;16.59;26.98;61.51
FR;17/10/2022;[40-50);49;8569952;14685;44941;171.35;32.68;524.4
FR;18/10/2022;[40-50);49;8569952;8481;30489;98.96;27.82;355.77
FR;19/10/2022;[40-50);49;8569952;8198;30002;95.66;27.32;350.08
FR;20/10/2022;[40-50);49;8569952;6886;25184;80.35;27.34;293.86
FR;21/10/2022;[40-50);49;8569952;6159;23719;71.87;25.97;276.77
FR;22/10/2022;[40-50);49;8569952;4504;20177;52.56;22.32;235.44
FR;23/10/2022;[40-50);49;8569952;946;4388;11.04;21.56;51.2
FR;24/10/2022;[40-50);49;8569952;9754;33608;113.82;29.02;392.16
FR;25/10/2022;[40-50);49;8569952;5698;22967;66.49;24.81;267.99
FR;26/10/2022;[40-50);49;8569952;5232;21236;61.05;24.64;247.8
FR;27/10/2022;[40-50);49;8569952;3618;13599;42.22;26.6;158.68
FR;28/10/2022;[40-50);49;8569952;3277;12642;38.24;25.92;147.52
FR;29/10/2022;[40-50);49;8569952;2513;9545;29.32;26.33;111.38
FR;30/10/2022;[40-50);49;8569952;606;2644;7.07;22.92;30.85
FR;31/10/2022;[40-50);49;8569952;4493;14829;52.43;30.3;173.03
FR;01/10/2022;[50-60);59;8890632;6560;24850;73.79;26.4;279.51
FR;02/10/2022;[50-60);59;8890632;1429;5107;16.07;27.98;57.44
FR;03/10/2022;[50-60);59;8890632;17723;49677;199.34;35.68;558.76
FR;04/10/2022;[50-60);59;8890632;11770;36287;132.39;32.44;408.15
FR;05/10/2022;[50-60);59;8890632;11117;35457;125.04;31.35;398.81
FR;06/10/2022;[50-60);59;8890632;10184;30583;114.55;33.3;343.99
FR;07/10/2022;[50-60);59;8890632;9856;30782;110.86;32.02;346.23
FR;08/10/2022;[50-60);59;8890632;7515;26680;84.53;28.17;300.09
FR;09/10/2022;[50-60);59;8890632;1464;5221;16.47;28.04;58.72
FR;10/10/2022;[50-60);59;8890632;19036;52971;214.11;35.94;595.81
FR;11/10/2022;[50-60);59;8890632;11458;36302;128.88;31.56;408.32
FR;12/10/2022;[50-60);59;8890632;11030;35578;124.06;31;400.17
FR;13/10/2022;[50-60);59;8890632;9862;30008;110.93;32.86;337.52
FR;14/10/2022;[50-60);59;8890632;9327;29725;104.91;31.38;334.34
FR;15/10/2022;[50-60);59;8890632;7472;26087;84.04;28.64;293.42
FR;16/10/2022;[50-60);59;8890632;1500;5301;16.87;28.3;59.62
FR;17/10/2022;[50-60);59;8890632;17367;49169;195.34;35.32;553.04
FR;18/10/2022;[50-60);59;8890632;10097;33114;113.57;30.49;372.46
FR;19/10/2022;[50-60);59;8890632;9280;31304;104.38;29.64;352.1
FR;20/10/2022;[50-60);59;8890632;7921;25530;89.09;31.03;287.16
FR;21/10/2022;[50-60);59;8890632;7148;24585;80.4;29.07;276.53
FR;22/10/2022;[50-60);59;8890632;5328;21540;59.93;24.74;242.28
FR;23/10/2022;[50-60);59;8890632;1105;4531;12.43;24.39;50.96
FR;24/10/2022;[50-60);59;8890632;11626;37626;130.77;30.9;423.21
FR;25/10/2022;[50-60);59;8890632;6584;25148;74.06;26.18;282.86
FR;26/10/2022;[50-60);59;8890632;6364;23676;71.58;26.88;266.3
FR;27/10/2022;[50-60);59;8890632;4073;14648;45.81;27.81;164.76
FR;28/10/2022;[50-60);59;8890632;3878;13876;43.62;27.95;156.07
FR;29/10/2022;[50-60);59;8890632;2799;10392;31.48;26.93;116.89
FR;30/10/2022;[50-60);59;8890632;568;2661;6.39;21.35;29.93
FR;31/10/2022;[50-60);59;8890632;5334;17013;60;31.35;191.36
FR;01/10/2022;[60-70);69;8065986;4877;22429;60.46;21.74;278.07
FR;02/10/2022;[60-70);69;8065986;827;4201;10.25;19.69;52.08
FR;03/10/2022;[60-70);69;8065986;12361;41504;153.25;29.78;514.56
FR;04/10/2022;[60-70);69;8065986;8967;32282;111.17;27.78;400.22
FR;05/10/2022;[60-70);69;8065986;8983;30272;111.37;29.67;375.3
FR;06/10/2022;[60-70);69;8065986;9043;26559;112.11;34.05;329.27
FR;07/10/2022;[60-70);69;8065986;8589;28319;106.48;30.33;351.09
FR;08/10/2022;[60-70);69;8065986;5931;24511;73.53;24.2;303.88
FR;09/10/2022;[60-70);69;8065986;922;4439;11.43;20.77;55.03
FR;10/10/2022;[60-70);69;8065986;13504;44523;167.42;30.33;551.98
FR;11/10/2022;[60-70);69;8065986;9198;33241;114.03;27.67;412.11
FR;12/10/2022;[60-70);69;8065986;9333;31516;115.71;29.61;390.73
FR;13/10/2022;[60-70);69;8065986;8790;26229;108.98;33.51;325.18
FR;14/10/2022;[60-70);69;8065986;8714;28304;108.03;30.79;350.91
FR;15/10/2022;[60-70);69;8065986;5956;24091;73.84;24.72;298.67
FR;16/10/2022;[60-70);69;8065986;997;4433;12.36;22.49;54.96
FR;17/10/2022;[60-70);69;8065986;12948;42932;160.53;30.16;532.26
FR;18/10/2022;[60-70);69;8065986;8630;31375;106.99;27.51;388.98
FR;19/10/2022;[60-70);69;8065986;7890;27861;97.82;28.32;345.41
FR;20/10/2022;[60-70);69;8065986;7255;22888;89.95;31.7;283.76
FR;21/10/2022;[60-70);69;8065986;6735;23124;83.5;29.13;286.69
FR;22/10/2022;[60-70);69;8065986;4575;19871;56.72;23.02;246.36
FR;23/10/2022;[60-70);69;8065986;700;3827;8.68;18.29;47.45
FR;24/10/2022;[60-70);69;8065986;8817;33335;109.31;26.45;413.28
FR;25/10/2022;[60-70);69;8065986;5842;24348;72.43;23.99;301.86
FR;26/10/2022;[60-70);69;8065986;5329;21415;66.07;24.88;265.5
FR;27/10/2022;[60-70);69;8065986;3752;13614;46.52;27.56;168.78
FR;28/10/2022;[60-70);69;8065986;3611;12758;44.77;28.3;158.17
FR;29/10/2022;[60-70);69;8065986;2510;9581;31.12;26.2;118.78
FR;30/10/2022;[60-70);69;8065986;498;2753;6.17;18.09;34.13
FR;31/10/2022;[60-70);69;8065986;4637;16975;57.49;27.32;210.45
FR;01/10/2022;[70-80);79;6228737;3863;20162;62.02;19.16;323.69
FR;02/10/2022;[70-80);79;6228737;768;4356;12.33;17.63;69.93
FR;03/10/2022;[70-80);79;6228737;9910;37516;159.1;26.42;602.31
FR;04/10/2022;[70-80);79;6228737;7537;29245;121;25.77;469.52
FR;05/10/2022;[70-80);79;6228737;7407;26629;118.92;27.82;427.52
FR;06/10/2022;[70-80);79;6228737;7448;22660;119.57;32.87;363.8
FR;07/10/2022;[70-80);79;6228737;7436;25405;119.38;29.27;407.87
FR;08/10/2022;[70-80);79;6228737;5013;22296;80.48;22.48;357.95
FR;09/10/2022;[70-80);79;6228737;874;4632;14.03;18.87;74.36
FR;10/10/2022;[70-80);79;6228737;11615;41437;186.47;28.03;665.26
FR;11/10/2022;[70-80);79;6228737;8482;31264;136.18;27.13;501.93
FR;12/10/2022;[70-80);79;6228737;8012;28117;128.63;28.5;451.41
FR;13/10/2022;[70-80);79;6228737;7703;23096;123.67;33.35;370.8
FR;14/10/2022;[70-80);79;6228737;7480;25294;120.09;29.57;406.09
FR;15/10/2022;[70-80);79;6228737;4996;21989;80.21;22.72;353.03
FR;16/10/2022;[70-80);79;6228737;907;4669;14.56;19.43;74.96
FR;17/10/2022;[70-80);79;6228737;11149;40181;178.99;27.75;645.09
FR;18/10/2022;[70-80);79;6228737;7440;29323;119.45;25.37;470.77
FR;19/10/2022;[70-80);79;6228737;6964;25646;111.8;27.15;411.74
FR;20/10/2022;[70-80);79;6228737;6411;20476;102.93;31.31;328.73
FR;21/10/2022;[70-80);79;6228737;6043;21241;97.02;28.45;341.02
FR;22/10/2022;[70-80);79;6228737;4052;18230;65.05;22.23;292.68
FR;23/10/2022;[70-80);79;6228737;714;4065;11.46;17.56;65.26
FR;24/10/2022;[70-80);79;6228737;7655;31780;122.9;24.09;510.22
FR;25/10/2022;[70-80);79;6228737;5297;23071;85.04;22.96;370.4
FR;26/10/2022;[70-80);79;6228737;4797;20065;77.01;23.91;322.14
FR;27/10/2022;[70-80);79;6228737;3380;12234;54.26;27.63;196.41
FR;28/10/2022;[70-80);79;6228737;3187;11471;51.17;27.78;184.16
FR;29/10/2022;[70-80);79;6228737;2187;8446;35.11;25.89;135.6
FR;30/10/2022;[70-80);79;6228737;490;3061;7.87;16.01;49.14
FR;31/10/2022;[70-80);79;6228737;4104;15596;65.89;26.31;250.39
FR;01/10/2022;[80-90);89;3183578;1862;9974;58.49;18.67;313.3
FR;02/10/2022;[80-90);89;3183578;618;3771;19.41;16.39;118.45
FR;03/10/2022;[80-90);89;3183578;4620;19443;145.12;23.76;610.73
FR;04/10/2022;[80-90);89;3183578;3758;16365;118.04;22.96;514.04
FR;05/10/2022;[80-90);89;3183578;3644;15001;114.46;24.29;471.2
FR;06/10/2022;[80-90);89;3183578;3764;13626;118.23;27.62;428.01
FR;07/10/2022;[80-90);89;3183578;3786;14345;118.92;26.39;450.59
FR;08/10/2022;[80-90);89;3183578;2523;11235;79.25;22.46;352.9
FR;09/10/2022;[80-90);89;3183578;807;4012;25.35;20.11;126.02
FR;10/10/2022;[80-90);89;3183578;5604;22054;176.03;25.41;692.74
FR;11/10/2022;[80-90);89;3183578;4280;17616;134.44;24.3;553.34
FR;12/10/2022;[80-90);89;3183578;4048;15843;127.15;25.55;497.65
FR;13/10/2022;[80-90);89;3183578;3885;13706;122.03;28.35;430.52
FR;14/10/2022;[80-90);89;3183578;4004;14509;125.77;27.6;455.75
FR;15/10/2022;[80-90);89;3183578;2692;11689;84.56;23.03;367.17
FR;16/10/2022;[80-90);89;3183578;827;4170;25.98;19.83;130.98
FR;17/10/2022;[80-90);89;3183578;5420;21623;170.25;25.07;679.2
FR;18/10/2022;[80-90);89;3183578;4162;17251;130.73;24.13;541.87
FR;19/10/2022;[80-90);89;3183578;3651;15030;114.68;24.29;472.11
FR;20/10/2022;[80-90);89;3183578;3357;12781;105.45;26.27;401.47
FR;21/10/2022;[80-90);89;3183578;3193;12615;100.3;25.31;396.25
FR;22/10/2022;[80-90);89;3183578;2005;9615;62.98;20.85;302.02
FR;23/10/2022;[80-90);89;3183578;617;3668;19.38;16.82;115.22
FR;24/10/2022;[80-90);89;3183578;4030;18010;126.59;22.38;565.72
FR;25/10/2022;[80-90);89;3183578;2807;13719;88.17;20.46;430.93
FR;26/10/2022;[80-90);89;3183578;2534;11906;79.6;21.28;373.98
FR;27/10/2022;[80-90);89;3183578;1756;7750;55.16;22.66;243.44
FR;28/10/2022;[80-90);89;3183578;1738;7143;54.59;24.33;224.37
FR;29/10/2022;[80-90);89;3183578;1149;4955;36.09;23.19;155.64
FR;30/10/2022;[80-90);89;3183578;457;2866;14.35;15.95;90.02
FR;31/10/2022;[80-90);89;3183578;1937;8691;60.84;22.29;272.99
FR;01/10/2022;[90-Inf);90;945271;538;2992;56.91;17.98;316.52
FR;02/10/2022;[90-Inf);90;945271;314;1862;33.22;16.86;196.98
FR;03/10/2022;[90-Inf);90;945271;1264;6227;133.72;20.3;658.75
FR;04/10/2022;[90-Inf);90;945271;1146;5618;121.24;20.4;594.33
FR;05/10/2022;[90-Inf);90;945271;1201;5675;127.05;21.16;600.36
FR;06/10/2022;[90-Inf);90;945271;1105;5139;116.9;21.5;543.65
FR;07/10/2022;[90-Inf);90;945271;1098;4994;116.16;21.99;528.31
