fra;jour;cage10;cl_age90;pop;P;T;Ti;Tp;Td
FR;25/06/2020;[50-60);59;8792675;65;4981;0.74;1.3;56.65
FR;26/06/2020;[50-60);59;8792675;67;6355;0.76;1.05;72.28
FR;27/06/2020;[50-60);59;8792675;40;2979;0.45;1.34;33.88
FR;28/06/2020;[50-60);59;8792675;29;904;0.33;3.21;10.28
FR;29/06/2020;[50-60);59;8792675;88;7254;1;1.21;82.5
FR;30/06/2020;[50-60);59;8792675;82;7004;0.93;1.17;79.66
FR;01/06/2020;[60-70);69;8004083;4;1229;0.05;0.33;15.35
FR;02/06/2020;[60-70);69;8004083;71;6251;0.89;1.14;78.1
FR;03/06/2020;[60-70);69;8004083;54;5166;0.67;1.05;64.54
FR;04/06/2020;[60-70);69;8004083;55;4852;0.69;1.13;60.62
FR;05/06/2020;[60-70);69;8004083;60;5927;0.75;1.01;74.05
FR;06/06/2020;[60-70);69;8004083;29;2651;0.36;1.09;33.12
FR;07/06/2020;[60-70);69;8004083;14;993;0.17;1.41;12.41
FR;08/06/2020;[60-70);69;8004083;54;5935;0.67;0.91;74.15
FR;09/06/2020;[60-70);69;8004083;48;5526;0.6;0.87;69.04
FR;10/06/2020;[60-70);69;8004083;47;5096;0.59;0.92;63.67
FR;11/06/2020;[60-70);69;8004083;44;4663;0.55;0.94;58.26
FR;12/06/2020;[60-70);69;8004083;51;5750;0.64;0.89;71.84
FR;13/06/2020;[60-70);69;8004083;20;2512;0.25;0.8;31.38
FR;14/06/2020;[60-70);69;8004083;19;924;0.24;2.06;11.54
FR;15/06/2020;[60-70);69;8004083;47;6040;0.59;0.78;75.46
FR;16/06/2020;[60-70);69;8004083;46;5691;0.57;0.81;71.1
FR;17/06/2020;[60-70);69;8004083;57;4932;0.71;1.16;61.62
FR;18/06/2020;[60-70);69;8004083;49;4620;0.61;1.06;57.72
FR;19/06/2020;[60-70);69;8004083;65;6227;0.81;1.04;77.8
FR;20/06/2020;[60-70);69;8004083;20;2919;0.25;0.69;36.47
FR;21/06/2020;[60-70);69;8004083;9;879;0.11;1.02;10.98
FR;22/06/2020;[60-70);69;8004083;50;6382;0.62;0.78;79.73
FR;23/06/2020;[60-70);69;8004083;45;5874;0.56;0.77;73.39
FR;24/06/2020;[60-70);69;8004083;48;5492;0.6;0.87;68.61
FR;25/06/2020;[60-70);69;8004083;33;4595;0.41;0.72;57.41
FR;26/06/2020;[60-70);69;8004083;46;6266;0.57;0.73;78.29
FR;27/06/2020;[60-70);69;8004083;35;3159;0.44;1.11;39.47
FR;28/06/2020;[60-70);69;8004083;14;954;0.17;1.47;11.92
FR;29/06/2020;[60-70);69;8004083;68;7174;0.85;0.95;89.63
FR;30/06/2020;[60-70);69;8004083;53;6637;0.66;0.8;82.92
FR;01/06/2020;[70-80);79;5695639;11;1311;0.19;0.84;23.02
FR;02/06/2020;[70-80);79;5695639;60;5428;1.05;1.11;95.3
FR;03/06/2020;[70-80);79;5695639;55;4686;0.97;1.17;82.27
FR;04/06/2020;[70-80);79;5695639;29;4314;0.51;0.67;75.74
FR;05/06/2020;[70-80);79;5695639;46;5386;0.81;0.85;94.56
FR;06/06/2020;[70-80);79;5695639;25;2373;0.44;1.05;41.66
FR;07/06/2020;[70-80);79;5695639;7;1090;0.12;0.64;19.14
FR;08/06/2020;[70-80);79;5695639;36;5440;0.63;0.66;95.51
FR;09/06/2020;[70-80);79;5695639;36;4855;0.63;0.74;85.24
FR;10/06/2020;[70-80);79;5695639;52;4416;0.91;1.18;77.53
FR;11/06/2020;[70-80);79;5695639;38;4025;0.67;0.94;70.67
FR;12/06/2020;[70-80);79;5695639;42;5325;0.74;0.79;93.49
FR;13/06/2020;[70-80);79;5695639;16;2457;0.28;0.65;43.14
FR;14/06/2020;[70-80);79;5695639;9;978;0.16;0.92;17.17
FR;15/06/2020;[70-80);79;5695639;32;5493;0.56;0.58;96.44
FR;16/06/2020;[70-80);79;5695639;45;5056;0.79;0.89;88.77
FR;17/06/2020;[70-80);79;5695639;50;4613;0.88;1.08;80.99
FR;18/06/2020;[70-80);79;5695639;31;4047;0.54;0.77;71.05
FR;19/06/2020;[70-80);79;5695639;33;5627;0.58;0.59;98.79
FR;20/06/2020;[70-80);79;5695639;21;2910;0.37;0.72;51.09
FR;21/06/2020;[70-80);79;5695639;10;960;0.18;1.04;16.86
FR;22/06/2020;[70-80);79;5695639;36;5829;0.63;0.62;102.34
FR;23/06/2020;[70-80);79;5695639;27;5198;0.47;0.52;91.26
FR;24/06/2020;[70-80);79;5695639;27;4619;0.47;0.58;81.1
FR;25/06/2020;[70-80);79;5695639;29;4131;0.51;0.7;72.53
FR;26/06/2020;[70-80);79;5695639;45;5603;0.79;0.8;98.37
FR;27/06/2020;[70-80);79;5695639;19;2963;0.33;0.64;52.02
FR;28/06/2020;[70-80);79;5695639;12;1073;0.21;1.12;18.84
FR;29/06/2020;[70-80);79;5695639;33;6339;0.58;0.52;111.3
FR;30/06/2020;[70-80);79;5695639;40;5655;0.7;0.71;99.29
FR;01/06/2020;[80-90);89;3245280.5;13;1395;0.4;0.93;42.99
FR;02/06/2020;[80-90);89;3245280.5;81;4585;2.5;1.77;141.28
FR;03/06/2020;[80-90);89;3245280.5;80;4228;2.47;1.89;130.28
FR;04/06/2020;[80-90);89;3245280.5;62;3790;1.91;1.64;116.78
FR;05/06/2020;[80-90);89;3245280.5;54;4216;1.66;1.28;129.91
FR;06/06/2020;[80-90);89;3245280.5;23;2004;0.71;1.15;61.75
FR;07/06/2020;[80-90);89;3245280.5;15;1084;0.46;1.38;33.4
FR;08/06/2020;[80-90);89;3245280.5;44;4237;1.36;1.04;130.56
FR;09/06/2020;[80-90);89;3245280.5;38;3939;1.17;0.96;121.38
FR;10/06/2020;[80-90);89;3245280.5;53;3623;1.63;1.46;111.64
FR;11/06/2020;[80-90);89;3245280.5;32;3507;0.99;0.91;108.06
FR;12/06/2020;[80-90);89;3245280.5;33;4056;1.02;0.81;124.98
FR;13/06/2020;[80-90);89;3245280.5;15;1955;0.46;0.77;60.24
FR;14/06/2020;[80-90);89;3245280.5;11;931;0.34;1.18;28.69
FR;15/06/2020;[80-90);89;3245280.5;40;4205;1.23;0.95;129.57
FR;16/06/2020;[80-90);89;3245280.5;35;4092;1.08;0.86;126.09
FR;17/06/2020;[80-90);89;3245280.5;45;3797;1.39;1.19;117
FR;18/06/2020;[80-90);89;3245280.5;28;3536;0.86;0.79;108.96
FR;19/06/2020;[80-90);89;3245280.5;28;4063;0.86;0.69;125.2
FR;20/06/2020;[80-90);89;3245280.5;14;2091;0.43;0.67;64.43
FR;21/06/2020;[80-90);89;3245280.5;5;975;0.15;0.51;30.04
FR;22/06/2020;[80-90);89;3245280.5;33;4218;1.02;0.78;129.97
FR;23/06/2020;[80-90);89;3245280.5;35;4331;1.08;0.81;133.46
FR;24/06/2020;[80-90);89;3245280.5;29;3653;0.89;0.79;112.56
FR;25/06/2020;[80-90);89;3245280.5;22;3317;0.68;0.66;102.21
FR;26/06/2020;[80-90);89;3245280.5;18;4173;0.55;0.43;128.59
FR;27/06/2020;[80-90);89;3245280.5;10;2324;0.31;0.43;71.61
FR;28/06/2020;[80-90);89;3245280.5;10;1101;0.31;0.91;33.93
FR;29/06/2020;[80-90);89;3245280.5;18;4950;0.55;0.36;152.53
FR;30/06/2020;[80-90);89;3245280.5;34;4549;1.05;0.75;140.17
FR;01/06/2020;[90-Inf);90;912580.62;15;630;1.64;2.38;69.03
FR;02/06/2020;[90-Inf);90;912580.62;78;2327;8.55;3.35;254.99
FR;03/06/2020;[90-Inf);90;912580.62;50;2426;5.48;2.06;265.84
FR;04/06/2020;[90-Inf);90;912580.62;56;2134;6.14;2.62;233.84
FR;05/06/2020;[90-Inf);90;912580.62;36;1990;3.94;1.81;218.06
FR;06/06/2020;[90-Inf);90;912580.62;13;813;1.42;1.6;89.09
FR;07/06/2020;[90-Inf);90;912580.62;12;516;1.31;2.33;56.54
FR;08/06/2020;[90-Inf);90;912580.62;38;2016;4.16;1.88;220.91
FR;09/06/2020;[90-Inf);90;912580.62;38;1859;4.16;2.04;203.71
FR;10/06/2020;[90-Inf);90;912580.62;26;1806;2.85;1.44;197.9
FR;11/06/2020;[90-Inf);90;912580.62;22;1602;2.41;1.37;175.55
FR;12/06/2020;[90-Inf);90;912580.62;23;1716;2.52;1.34;188.04
FR;13/06/2020;[90-Inf);90;912580.62;6;873;0.66;0.69;95.66
FR;14/06/2020;[90-Inf);90;912580.62;5;446;0.55;1.12;48.87
FR;15/06/2020;[90-Inf);90;912580.62;18;1752;1.97;1.03;191.98
FR;16/06/2020;[90-Inf);90;912580.62;21;1931;2.3;1.09;211.6
FR;17/06/2020;[90-Inf);90;912580.62;25;1734;2.74;1.44;190.01
FR;18/06/2020;[90-Inf);90;912580.62;6;1709;0.66;0.35;187.27
FR;19/06/2020;[90-Inf);90;912580.62;17;1681;1.86;1.01;184.2
FR;20/06/2020;[90-Inf);90;912580.62;12;803;1.31;1.49;87.99
FR;21/06/2020;[90-Inf);90;912580.62;2;453;0.22;0.44;49.64
FR;22/06/2020;[90-Inf);90;912580.62;18;1826;1.97;0.99;200.09
FR;23/06/2020;[90-Inf);90;912580.62;15;2014;1.64;0.74;220.69
FR;24/06/2020;[90-Inf);90;912580.62;14;1732;1.53;0.81;189.79
FR;25/06/2020;[90-Inf);90;912580.62;10;1608;1.1;0.62;176.2
FR;26/06/2020;[90-Inf);90;912580.62;12;1776;1.31;0.68;194.61
FR;27/06/2020;[90-Inf);90;912580.62;8;917;0.88;0.87;100.48
FR;28/06/2020;[90-Inf);90;912580.62;9;522;0.99;1.72;57.2
FR;29/06/2020;[90-Inf);90;912580.62;12;2366;1.31;0.51;259.26
FR;30/06/2020;[90-Inf);90;912580.62;15;2076;1.64;0.72;227.49
FR;01/07/2020;[00-10);9;7763205.5;52;5714;0.67;0.91;73.6
FR;02/07/2020;[00-10);9;7763205.5;34;5834;0.44;0.58;75.15
FR;03/07/2020;[00-10);9;7763205.5;46;6810;0.59;0.68;87.72
FR;04/07/2020;[00-10);9;7763205.5;20;3208;0.26;0.62;41.32
FR;05/07/2020;[00-10);9;7763205.5;4;741;0.05;0.54;9.55
FR;06/07/2020;[00-10);9;7763205.5;50;6288;0.64;0.8;81
FR;07/07/2020;[00-10);9;7763205.5;26;6675;0.33;0.39;85.98
FR;08/07/2020;[00-10);9;7763205.5;41;5749;0.53;0.71;74.05
FR;09/07/2020;[00-10);9;7763205.5;52;6138;0.67;0.85;79.07
FR;10/07/2020;[00-10);9;7763205.5;75;7356;0.97;1.02;94.75
FR;11/07/2020;[00-10);9;7763205.5;23;3063;0.3;0.75;39.46
FR;12/07/2020;[00-10);9;7763205.5;4;755;0.05;0.53;9.73
FR;13/07/2020;[00-10);9;7763205.5;58;5747;0.75;1.01;74.03
FR;14/07/2020;[00-10);9;7763205.5;9;914;0.12;0.98;11.77
FR;15/07/2020;[00-10);9;7763205.5;61;5418;0.79;1.13;69.79
FR;16/07/2020;[00-10);9;7763205.5;58;5616;0.75;1.03;72.34
FR;17/07/2020;[00-10);9;7763205.5;43;5940;0.55;0.72;76.51
FR;18/07/2020;[00-10);9;7763205.5;27;2700;0.35;1;34.78
FR;19/07/2020;[00-10);9;7763205.5;5;871;0.06;0.57;11.22
FR;20/07/2020;[00-10);9;7763205.5;53;5275;0.68;1;67.95
FR;21/07/2020;[00-10);9;7763205.5;50;5283;0.64;0.95;68.05
FR;22/07/2020;[00-10);9;7763205.5;58;4987;0.75;1.16;64.24
FR;23/07/2020;[00-10);9;7763205.5;58;4622;0.75;1.25;59.54
FR;24/07/2020;[00-10);9;7763205.5;66;5010;0.85;1.32;64.54
FR;25/07/2020;[00-10);9;7763205.5;34;2531;0.44;1.34;32.6
FR;26/07/2020;[00-10);9;7763205.5;17;897;0.22;1.9;11.55
FR;27/07/2020;[00-10);9;7763205.5;62;4962;0.8;1.25;63.92
FR;28/07/2020;[00-10);9;7763205.5;60;4856;0.77;1.24;62.55
FR;29/07/2020;[00-10);9;7763205.5;46;4901;0.59;0.94;63.13
FR;30/07/2020;[00-10);9;7763205.5;60;4584;0.77;1.31;59.05
FR;31/07/2020;[00-10);9;7763205.5;88;4827;1.13;1.82;62.18
FR;01/07/2020;[10-20);19;8336486;58;5626;0.7;1.03;67.49
FR;02/07/2020;[10-20);19;8336486;70;5084;0.84;1.38;60.98
FR;03/07/2020;[10-20);19;8336486;92;5927;1.1;1.55;71.1
FR;04/07/2020;[10-20);19;8336486;40;2601;0.48;1.54;31.2
FR;05/07/2020;[10-20);19;8336486;4;495;0.05;0.81;5.94
FR;06/07/2020;[10-20);19;8336486;87;6128;1.04;1.42;73.51
FR;07/07/2020;[10-20);19;8336486;60;5587;0.72;1.07;67.02
FR;08/07/2020;[10-20);19;8336486;83;5849;1;1.42;70.16
FR;09/07/2020;[10-20);19;8336486;77;5835;0.92;1.32;69.99
FR;10/07/2020;[10-20);19;8336486;93;6987;1.12;1.33;83.81
FR;11/07/2020;[10-20);19;8336486;36;3238;0.43;1.11;38.84
FR;12/07/2020;[10-20);19;8336486;16;595;0.19;2.69;7.14
FR;13/07/2020;[10-20);19;8336486;109;7975;1.31;1.37;95.66
FR;14/07/2020;[10-20);19;8336486;20;902;0.24;2.22;10.82
FR;15/07/2020;[10-20);19;8336486;84;7950;1.01;1.06;95.36
FR;16/07/2020;[10-20);19;8336486;93;7608;1.12;1.22;91.26
FR;17/07/2020;[10-20);19;8336486;109;8734;1.31;1.25;104.77
FR;18/07/2020;[10-20);19;8336486;56;3924;0.67;1.43;47.07
FR;19/07/2020;[10-20);19;8336486;18;947;0.22;1.9;11.36
FR;20/07/2020;[10-20);19;8336486;107;8554;1.28;1.25;102.61
FR;21/07/2020;[10-20);19;8336486;127;7903;1.52;1.61;94.8
FR;22/07/2020;[10-20);19;8336486;135;8248;1.62;1.64;98.94
FR;23/07/2020;[10-20);19;8336486;128;7802;1.54;1.64;93.59
FR;24/07/2020;[10-20);19;8336486;146;8665;1.75;1.68;103.94
FR;25/07/2020;[10-20);19;8336486;62;3938;0.74;1.57;47.24
FR;26/07/2020;[10-20);19;8336486;22;1200;0.26;1.83;14.39
FR;27/07/2020;[10-20);19;8336486;160;9711;1.92;1.65;116.49
FR;28/07/2020;[10-20);19;8336486;135;9311;1.62;1.45;111.69
FR;29/07/2020;[10-20);19;8336486;177;10387;2.12;1.7;124.6
FR;30/07/2020;[10-20);19;8336486;196;10100;2.35;1.94;121.15
FR;31/07/2020;[10-20);19;8336486;202;10821;2.42;1.87;129.8
FR;01/07/2020;[20-30);29;7476787;121;7043;1.62;1.72;94.2
FR;02/07/2020;[20-30);29;7476787;109;6851;1.46;1.59;91.63
FR;03/07/2020;[20-30);29;7476787;129;7731;1.73;1.67;103.4
FR;04/07/2020;[20-30);29;7476787;62;3254;0.83;1.91;43.52
FR;05/07/2020;[20-30);29;7476787;16;752;0.21;2.13;10.06
FR;06/07/2020;[20-30);29;7476787;103;8030;1.38;1.28;107.4
FR;07/07/2020;[20-30);29;7476787;119;8327;1.59;1.43;111.37
FR;08/07/2020;[20-30);29;7476787;143;8555;1.91;1.67;114.42
FR;09/07/2020;[20-30);29;7476787;140;9077;1.87;1.54;121.4
FR;10/07/2020;[20-30);29;7476787;151;9879;2.02;1.53;132.13
FR;11/07/2020;[20-30);29;7476787;57;4086;0.76;1.4;54.65
FR;12/07/2020;[20-30);29;7476787;24;878;0.32;2.73;11.74
FR;13/07/2020;[20-30);29;7476787;178;10808;2.38;1.65;144.55
FR;14/07/2020;[20-30);29;7476787;41;1497;0.55;2.74;20.02
FR;15/07/2020;[20-30);29;7476787;129;11879;1.73;1.09;158.88
FR;16/07/2020;[20-30);29;7476787;193;13107;2.58;1.47;175.3
FR;17/07/2020;[20-30);29;7476787;164;13607;2.19;1.21;181.99
FR;18/07/2020;[20-30);29;7476787;89;5699;1.19;1.56;76.22
FR;19/07/2020;[20-30);29;7476787;42;1570;0.56;2.68;21
FR;20/07/2020;[20-30);29;7476787;206;13591;2.76;1.52;181.78
FR;21/07/2020;[20-30);29;7476787;227;13777;3.04;1.65;184.26
FR;22/07/2020;[20-30);29;7476787;254;14449;3.4;1.76;193.25
FR;23/07/2020;[20-30);29;7476787;278;14448;3.72;1.92;193.24
FR;24/07/2020;[20-30);29;7476787;287;14876;3.84;1.93;198.96
FR;25/07/2020;[20-30);29;7476787;154;6399;2.06;2.41;85.58
FR;26/07/2020;[20-30);29;7476787;78;2235;1.04;3.49;29.89
FR;27/07/2020;[20-30);29;7476787;361;16087;4.83;2.24;215.16
FR;28/07/2020;[20-30);29;7476787;379;17016;5.07;2.23;227.58
FR;29/07/2020;[20-30);29;7476787;390;18049;5.22;2.16;241.4
FR;30/07/2020;[20-30);29;7476787;432;18832;5.78;2.29;251.87
FR;31/07/2020;[20-30);29;7476787;478;18743;6.39;2.55;250.68
FR;01/07/2020;[30-40);39;8295372;106;8167;1.28;1.3;98.45
FR;02/07/2020;[30-40);39;8295372;105;7887;1.27;1.33;95.08
FR;03/07/2020;[30-40);39;8295372;122;8624;1.47;1.41;103.96
FR;04/07/2020;[30-40);39;8295372;61;3879;0.74;1.57;46.76
FR;05/07/2020;[30-40);39;8295372;22;964;0.27;2.28;11.62
FR;06/07/2020;[30-40);39;8295372;114;9680;1.37;1.18;116.69
FR;07/07/2020;[30-40);39;8295372;106;10187;1.28;1.04;122.8
FR;08/07/2020;[30-40);39;8295372;114;10674;1.37;1.07;128.67
FR;09/07/2020;[30-40);39;8295372;121;11381;1.46;1.06;137.2
FR;10/07/2020;[30-40);39;8295372;155;12477;1.87;1.24;150.41
FR;11/07/2020;[30-40);39;8295372;69;4995;0.83;1.38;60.21
FR;12/07/2020;[30-40);39;8295372;7;1040;0.08;0.67;12.54
FR;13/07/2020;[30-40);39;8295372;157;12245;1.89;1.28;147.61
FR;14/07/2020;[30-40);39;8295372;26;1595;0.31;1.63;19.23
FR;15/07/2020;[30-40);39;8295372;164;13263;1.98;1.24;159.88
FR;16/07/2020;[30-40);39;8295372;198;14683;2.39;1.35;177
FR;17/07/2020;[30-40);39;8295372;176;15799;2.12;1.11;190.46
FR;18/07/2020;[30-40);39;8295372;81;6324;0.98;1.28;76.24
FR;19/07/2020;[30-40);39;8295372;33;1660;0.4;1.99;20.01
FR;20/07/2020;[30-40);39;8295372;194;14483;2.34;1.34;174.59
FR;21/07/2020;[30-40);39;8295372;203;14583;2.45;1.39;175.8
FR;22/07/2020;[30-40);39;8295372;221;14587;2.66;1.52;175.85
FR;23/07/2020;[30-40);39;8295372;199;14709;2.4;1.35;177.32
FR;24/07/2020;[30-40);39;8295372;216;15512;2.6;1.39;187
FR;25/07/2020;[30-40);39;8295372;119;6685;1.43;1.78;80.59
FR;26/07/2020;[30-40);39;8295372;40;2153;0.48;1.86;25.95
FR;27/07/2020;[30-40);39;8295372;247;16315;2.98;1.51;196.68
FR;28/07/2020;[30-40);39;8295372;248;16884;2.99;1.47;203.54
FR;29/07/2020;[30-40);39;8295372;258;17820;3.11;1.45;214.82
FR;30/07/2020;[30-40);39;8295372;305;17742;3.68;1.72;213.88
FR;31/07/2020;[30-40);39;8295372;292;17654;3.52;1.65;212.82
FR;01/07/2020;[40-50);49;8592886;97;7176;1.13;1.35;83.51
FR;02/07/2020;[40-50);49;8592886;88;7056;1.02;1.25;82.11
FR;03/07/2020;[40-50);49;8592886;106;8007;1.23;1.32;93.18
FR;04/07/2020;[40-50);49;8592886;48;3504;0.56;1.37;40.78
FR;05/07/2020;[40-50);49;8592886;17;808;0.2;2.1;9.4
FR;06/07/2020;[40-50);49;8592886;102;8476;1.19;1.2;98.64
FR;07/07/2020;[40-50);49;8592886;75;8203;0.87;0.91;95.46
FR;08/07/2020;[40-50);49;8592886;115;8589;1.34;1.34;99.95
FR;09/07/2020;[40-50);49;8592886;104;9092;1.21;1.14;105.81
FR;10/07/2020;[40-50);49;8592886;128;10103;1.49;1.27;117.57
FR;11/07/2020;[40-50);49;8592886;58;4177;0.67;1.39;48.61
FR;12/07/2020;[40-50);49;8592886;21;910;0.24;2.31;10.59
FR;13/07/2020;[40-50);49;8592886;120;10081;1.4;1.19;117.32
FR;14/07/2020;[40-50);49;8592886;26;1355;0.3;1.92;15.77
FR;15/07/2020;[40-50);49;8592886;123;10673;1.43;1.15;124.21
FR;16/07/2020;[40-50);49;8592886;155;11160;1.8;1.39;129.87
FR;17/07/2020;[40-50);49;8592886;136;12426;1.58;1.09;144.61
FR;18/07/2020;[40-50);49;8592886;57;5462;0.66;1.04;63.56
FR;19/07/2020;[40-50);49;8592886;38;1436;0.44;2.65;16.71
FR;20/07/2020;[40-50);49;8592886;130;12342;1.51;1.05;143.63
FR;21/07/2020;[40-50);49;8592886;146;11418;1.7;1.28;132.88
FR;22/07/2020;[40-50);49;8592886;181;11895;2.11;1.52;138.43
FR;23/07/2020;[40-50);49;8592886;164;11869;1.91;1.38;138.13
FR;24/07/2020;[40-50);49;8592886;169;12579;1.97;1.34;146.39
FR;25/07/2020;[40-50);49;8592886;81;5755;0.94;1.41;66.97
FR;26/07/2020;[40-50);49;8592886;38;1865;0.44;2.04;21.7
FR;27/07/2020;[40-50);49;8592886;203;13915;2.36;1.46;161.94
FR;28/07/2020;[40-50);49;8592886;170;13977;1.98;1.22;162.66
FR;29/07/2020;[40-50);49;8592886;188;15060;2.19;1.25;175.26
FR;30/07/2020;[40-50);49;8592886;166;14937;1.93;1.11;173.83
FR;31/07/2020;[40-50);49;8592886;189;15059;2.2;1.26;175.25
FR;01/07/2020;[50-60);59;8792675;86;6801;0.98;1.26;77.35
FR;02/07/2020;[50-60);59;8792675;72;6479;0.82;1.11;73.69
FR;03/07/2020;[50-60);59;8792675;70;7678;0.8;0.91;87.32
FR;04/07/2020;[50-60);59;8792675;48;3464;0.55;1.39;39.4
FR;05/07/2020;[50-60);59;8792675;14;922;0.16;1.52;10.49
FR;06/07/2020;[50-60);59;8792675;85;8010;0.97;1.06;91.1
FR;07/07/2020;[50-60);59;8792675;65;7714;0.74;0.84;87.73
FR;08/07/2020;[50-60);59;8792675;99;7832;1.13;1.26;89.07
FR;09/07/2020;[50-60);59;8792675;89;8298;1.01;1.07;94.37
FR;10/07/2020;[50-60);59;8792675;108;9004;1.23;1.2;102.4
FR;11/07/2020;[50-60);59;8792675;45;3869;0.51;1.16;44
FR;12/07/2020;[50-60);59;8792675;12;885;0.14;1.36;10.07
FR;13/07/2020;[50-60);59;8792675;110;9720;1.25;1.13;110.55
FR;14/07/2020;[50-60);59;8792675;26;1372;0.3;1.9;15.6
FR;15/07/2020;[50-60);59;8792675;130;9530;1.48;1.36;108.39
FR;16/07/2020;[50-60);59;8792675;115;9816;1.31;1.17;111.64
FR;17/07/2020;[50-60);59;8792675;119;11538;1.35;1.03;131.22
FR;18/07/2020;[50-60);59;8792675;55;4906;0.63;1.12;55.8
FR;19/07/2020;[50-60);59;8792675;20;1277;0.23;1.57;14.52
FR;20/07/2020;[50-60);59;8792675;133;11585;1.51;1.15;131.76
FR;21/07/2020;[50-60);59;8792675;133;10938;1.51;1.22;124.4
FR;22/07/2020;[50-60);59;8792675;130;11034;1.48;1.18;125.49
FR;23/07/2020;[50-60);59;8792675;120;10889;1.36;1.1;123.84
FR;24/07/2020;[50-60);59;8792675;172;12080;1.96;1.42;137.39
FR;25/07/2020;[50-60);59;8792675;75;5393;0.85;1.39;61.34
FR;26/07/2020;[50-60);59;8792675;20;1683;0.23;1.19;19.14
FR;27/07/2020;[50-60);59;8792675;159;13238;1.81;1.2;150.56
FR;28/07/2020;[50-60);59;8792675;150;13071;1.71;1.15;148.66
FR;29/07/2020;[50-60);59;8792675;182;13760;2.07;1.32;156.49
FR;30/07/2020;[50-60);59;8792675;167;13587;1.9;1.23;154.53
FR;31/07/2020;[50-60);59;8792675;188;14228;2.14;1.32;161.82
FR;01/07/2020;[60-70);69;8004083;53;6055;0.66;0.88;75.65
FR;02/07/2020;[60-70);69;8004083;55;5810;0.69;0.95;72.59
FR;03/07/2020;[60-70);69;8004083;66;7006;0.82;0.94;87.53
FR;04/07/2020;[60-70);69;8004083;27;3402;0.34;0.79;42.5
FR;05/07/2020;[60-70);69;8004083;14;1088;0.17;1.29;13.59
FR;06/07/2020;[60-70);69;8004083;62;7628;0.77;0.81;95.3
FR;07/07/2020;[60-70);69;8004083;58;7117;0.72;0.81;88.92
FR;08/07/2020;[60-70);69;8004083;56;6947;0.7;0.81;86.79
FR;09/07/2020;[60-70);69;8004083;60;7395;0.75;0.81;92.39
FR;10/07/2020;[60-70);69;8004083;72;8371;0.9;0.86;104.58
FR;11/07/2020;[60-70);69;8004083;35;3482;0.44;1.01;43.5
FR;12/07/2020;[60-70);69;8004083;10;987;0.12;1.01;12.33
FR;13/07/2020;[60-70);69;8004083;70;9419;0.87;0.74;117.68
FR;14/07/2020;[60-70);69;8004083;17;1411;0.21;1.2;17.63
FR;15/07/2020;[60-70);69;8004083;67;8686;0.84;0.77;108.52
FR;16/07/2020;[60-70);69;8004083;82;9107;1.02;0.9;113.78
FR;17/07/2020;[60-70);69;8004083;98;10679;1.22;0.92;133.42
FR;18/07/2020;[60-70);69;8004083;37;4472;0.46;0.83;55.87
FR;19/07/2020;[60-70);69;8004083;19;1445;0.24;1.31;18.05
FR;20/07/2020;[60-70);69;8004083;93;10895;1.16;0.85;136.12
FR;21/07/2020;[60-70);69;8004083;99;9927;1.24;1;124.02
FR;22/07/2020;[60-70);69;8004083;88;9399;1.1;0.94;117.43
FR;23/07/2020;[60-70);69;8004083;97;9427;1.21;1.03;117.78
FR;24/07/2020;[60-70);69;8004083;116;10757;1.45;1.08;134.39
FR;25/07/2020;[60-70);69;8004083;44;4816;0.55;0.91;60.17
FR;26/07/2020;[60-70);69;8004083;20;1612;0.25;1.24;20.14
FR;27/07/2020;[60-70);69;8004083;117;11533;1.46;1.01;144.09
FR;28/07/2020;[60-70);69;8004083;108;11596;1.35;0.93;144.88
FR;29/07/2020;[60-70);69;8004083;111;11630;1.39;0.95;145.3
FR;30/07/2020;[60-70);69;8004083;113;10596;1.41;1.07;132.38
FR;31/07/2020;[60-70);69;8004083;107;11675;1.34;0.92;145.86
FR;01/07/2020;[70-80);79;5695639;16;5102;0.28;0.31;89.58
FR;02/07/2020;[70-80);79;5695639;25;4785;0.44;0.52;84.01
FR;03/07/2020;[70-80);79;5695639;32;6179;0.56;0.52;108.49
FR;04/07/2020;[70-80);79;5695639;26;2892;0.46;0.9;50.78
FR;05/07/2020;[70-80);79;5695639;4;1118;0.07;0.36;19.63
FR;06/07/2020;[70-80);79;5695639;44;6410;0.77;0.69;112.54
FR;07/07/2020;[70-80);79;5695639;35;5911;0.61;0.59;103.78
FR;08/07/2020;[70-80);79;5695639;28;5232;0.49;0.54;91.86
FR;09/07/2020;[70-80);79;5695639;35;5694;0.61;0.61;99.97
FR;10/07/2020;[70-80);79;5695639;36;6751;0.63;0.53;118.53
FR;11/07/2020;[70-80);79;5695639;24;2828;0.42;0.85;49.65
FR;12/07/2020;[70-80);79;5695639;7;955;0.12;0.73;16.77
FR;13/07/2020;[70-80);79;5695639;51;7397;0.9;0.69;129.87
FR;14/07/2020;[70-80);79;5695639;9;1377;0.16;0.65;24.18
FR;15/07/2020;[70-80);79;5695639;55;6687;0.97;0.82;117.41
FR;16/07/2020;[70-80);79;5695639;51;6822;0.9;0.75;119.78
FR;17/07/2020;[70-80);79;5695639;68;8201;1.19;0.83;143.99
FR;18/07/2020;[70-80);79;5695639;25;3741;0.44;0.67;65.68
FR;19/07/2020;[70-80);79;5695639;11;1323;0.19;0.83;23.23
FR;20/07/2020;[70-80);79;5695639;64;8485;1.12;0.75;148.97
